nct_id,title,status,phase,start_date,completion_date,enrollment,sponsor_name,sponsor_type,outcome,primary_drug,all_drugs,intervention_type,disease,collection_date
NCT01752790,Efficacy and Safety of Top-down Therapy in Pediatric Crohn's Disease,WITHDRAWN,Phase 4,2012-12,2015-12,0,University of Roma La Sapienza,OTHER,Failure,Top-down,Top-down; Step-up,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05578313,Inflammatory Bowel Diseases (IBD) Cannabis Registry,UNKNOWN,,2019-07-10,2024-07-10,1000,"Eli Sprecher, MD",OTHER_GOV,Unknown,Medical Cannabis,Medical Cannabis,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00445432,A Study of Adalimumab for the Maintenance of Clinical Remission in Japanese Subjects With Crohn's Disease,COMPLETED,Phase 2; Phase 3,2007-03,2010-11,82,Abbott,INDUSTRY,Success,,,BIOLOGICAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03266484,Effect of a Probiotic Mixture on the Gut Microbiome and Fatigue in Patients With Quiescent Inflammatory Bowel Disease,COMPLETED,NA,2017-11-13,2024-07-01,100,Massachusetts General Hospital,OTHER,Success,,,DIETARY_SUPPLEMENT,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01769755,"A Randomized, Double-Blind, Placebo-Controlled Dose-Escalation Study to Determine the Safety and Efficacy of Intravenous Infusion of Human Placenta-Derived Cells (PDA001) for the Treatment of Crohn's Disease",COMPLETED,Phase 1,2013-03,2014-11,14,Celularity Incorporated,INDUSTRY,Success,Vehicle Controlled Placebo,Vehicle Controlled Placebo,BIOLOGICAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05523050,Active Surgical Intervention on Crohn's Disease,UNKNOWN,NA,2022-09-16,2024-05-16,100,Wuxi People's Hospital,OTHER,Unknown,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04233463,The Effect of Oral Polymeric Diet Enriched With TGF-beta 2 (Modulen) on Clinical Response and Mucosal Healing in Adult Patients With Newly Diagnosed Crohn's Disease,UNKNOWN,NA,2020-01,2021-06,50,Hillel Yaffe Medical Center,OTHER_GOV,Unknown,Budesonide,Budesonide,DIETARY_SUPPLEMENT,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06405087,A Long-Term Extension Study of Vedolizumab in Children and Teenagers With Ulcerative Colitis (UC) or Crohn's Disease (CD),RECRUITING,Phase 3,2025-10-27,2032-01-26,70,Takeda,INDUSTRY,Ongoing,Vedolizumab SC,Vedolizumab SC,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06456593,Efficacy and Safety of Obefazimod in Subjects With Moderately to Severely Active Crohn's Disease,RECRUITING,Phase 2,2024-10-30,2028-04,212,Abivax S.A.,INDUSTRY,Ongoing,Obefazimod,Obefazimod,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05470985,"A Study to Evaluate the Efficacy, Safety, and Drug Levels of Oral Ozanimod in Pediatric Participants With Moderately to Severely Active Crohn's Disease With an Inadequate Response to Conventional Therapy",TERMINATED,Phase 2; Phase 3,2023-08-22,2024-09-13,5,Bristol-Myers Squibb,INDUSTRY,Failure,Ozanimod,Ozanimod,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05626023,A Study of Human TH-SC01 Cell Injection for Treating Perianal Fistulas in Patients With Crohn's Disease,COMPLETED,Phase 1; Phase 2,2022-01-30,2025-02-28,9,"Jiangsu Topcel-KH Pharmaceutical Co., Ltd.",INDUSTRY,Success,Human TH-SC01 cell injection,Human TH-SC01 cell injection,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00221026,Safety and Efficacy of Extracorporeal Photoimmune Therapy With UVADEX for the Treatment of Crohn's Disease,COMPLETED,Phase 2,2004-12,2006-06,25,Mallinckrodt,INDUSTRY,Success,Methoxsalen +ECP,Methoxsalen +ECP,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04192825,Analysis of Therapeutic Management Strategies for Anal Suppurations of Crohn's Disease,RECRUITING,,2020-02-03,2028-08-03,440,Rennes University Hospital,OTHER,Ongoing,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06407674,Non-invasive Assessment of RECTUM (POUCH) by US (RECT-US) in a Cohort of IBD Patients,RECRUITING,,2024-01-10,2025-05-28,150,IRCCS San Raffaele,OTHER,Ongoing,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06788340,MOdel-Informed Precision Dosing of Ustekinumab and VEdolizumab in Inflammatory Bowel Disease,NOT_YET_RECRUITING,Phase 4,2025-09-01,2027-11-01,166,Odense University Hospital,OTHER,Ongoing,PK-model to decide when to dose Vedolizumab and Ustekinumab,PK-model to decide when to dose Vedolizumab and Ustekinumab,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT07519850,The Impact of Perianal Disease on Patient's Sex Life,RECRUITING,,2026-03-31,2026-06-20,60,AHEPA University Hospital,OTHER,Ongoing,,,BEHAVIORAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04132024,Feasibility of Insomnia Tracking and Treatment in IBD,COMPLETED,NA,2019-10-07,2021-04-15,39,Dartmouth-Hitchcock Medical Center,OTHER,Success,,,BEHAVIORAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03011593,Effect of UGIR in Adults With Compromised Gut Function and Malabsorption,COMPLETED,NA,2015-11,2016-06,18,"Metagenics, Inc.",INDUSTRY,Success,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03019016,Comparison of Intracorporeal and Extracorporeal Anastomoses for Minimally Invasive Right Colectomy,COMPLETED,,2016-08,2017-10,1000,Intuitive Surgical,INDUSTRY,Success,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01666626,Ultrasound Stiffness Imaging in Crohn's Disease,COMPLETED,,2012-09,2015-07,30,University of Michigan,OTHER,Success,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03378167,PediCRaFT: Pediatric Crohn's Disease Fecal Transplant Trial,COMPLETED,Phase 1,2018-12-01,2023-09-30,17,McMaster Children's Hospital,OTHER,Success,,,BIOLOGICAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00427921,Human Anti-TNF Monoclonal Antibody Adalimumab in Canadian Subjects With Moderate to Severe Crohn's Disease (ACCESS),COMPLETED,Phase 3,2007-01,2008-01,304,Abbott,INDUSTRY,Success,,,BIOLOGICAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06324838,Extended Mesenteric Resection in Ileocecal Crohn's Disease.,RECRUITING,NA,2025-02-01,2029-06,204,Odense University Hospital,OTHER,Ongoing,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06534216,Role of Intestinal Ultrasound in Treat to Target Strategy in the Management of Inflammatory Bowel Disease : the IUS-TTT Study,ACTIVE_NOT_RECRUITING,,2024-04-05,2026-03-04,100,"Asian Institute of Gastroenterology, India",OTHER,Success,,,DIAGNOSTIC_TEST,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02931799,Prevention of Readmissions at IBD Centres of Excellence,UNKNOWN,NA,2018-10-01,2021-12,400,"Mount Sinai Hospital, Canada",OTHER,Unknown,,,BEHAVIORAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06802887,Long-term Treatment With Ustekinumab in Patients With Crohn's Disease and Ulcerative Colitis: a Cohort Study,RECRUITING,,2021-07-18,2025-12,12,IRCCS Azienda Ospedaliero-Universitaria di Bologna,OTHER,Ongoing,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00862121,A Study With Pentasa in Patients With Active Crohn's Disease,TERMINATED,Phase 3,2009-04,2010-10,20,Ferring Pharmaceuticals,INDUSTRY,Failure,Pentasa,Pentasa; Placebo,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03706196,"Comparison of Environmental Factors Between the Areas of Over- and Under-incidence of Crohn's Disease in the Haut de France Region, by the Study of Dental Exposomes",COMPLETED,,2019-04-02,2019-07-16,14,"University Hospital, Lille",OTHER,Success,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04876690,A Study of the Quality of Life in Adults With Crohn's Disease With Complex Perianal Fistulas,COMPLETED,,2021-07-09,2022-05-27,15,Takeda,INDUSTRY,Success,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02255370,Curcumin Associated With Thiopurin in the Prevention of Post-op Recurrence in Crohn Disease,COMPLETED,Phase 3,2014-12,2018-06,61,"University Hospital, Clermont-Ferrand",OTHER,Success,Curcumin,Curcumin,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05835973,Evaluation of Sleep Changes in Inflammatory Bowel Diseases (IBD) Patients.,RECRUITING,NA,2025-04-08,2028-06-08,216,Hospices Civils de Lyon,OTHER,Ongoing,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT07539727,Clinical Value of Intestinal Ultrasound in Predicting Clinical Relapse in Crohn's Disease Patients in Deep Remission: a Multicenter Prospective Observational Study,RECRUITING,,2025-01-01,2029-01-01,420,"Nanfang Hospital, Southern Medical University",OTHER,Ongoing,,,DEVICE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04881370,Quality of Life for Patients With Chronic Paediatric Onset Inflammatory Bowel Disease (IBD),TERMINATED,,2020-10-09,2021-06-28,298,"University Hospital, Lille",OTHER,Failure,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03914261,Expanded Access to Risankizumab,NO_LONGER_AVAILABLE,,,,,AbbVie,INDUSTRY,Unknown,Risankizumab,Risankizumab,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02801240,Effect of a Comprehensive Nutrition Support Product on the Nutritional Status of Adults With Inflammatory Bowel Disease,COMPLETED,NA,2016-06-01,2016-12-16,10,National University of Natural Medicine,OTHER,Success,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04362735,Efficacy of Vedolizumab in Crohn's Disease Patients Naive to Biological Therapy,UNKNOWN,,2020-08-01,2021-04-01,100,Pontifícia Universidade Católica do Paraná,OTHER,Unknown,Vedolizumab,Vedolizumab,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00609752,Adverse Effects of Glucocorticoid Therapy on Bone in Childhood Crohn's Disease,UNKNOWN,Phase 4,2008-02,2010-01,80,University Hospital Birmingham,OTHER,Unknown,prednisolone,prednisolone,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03677648,A Phase II Study in Patients With Moderate to Severe Active Crohn's Disease,COMPLETED,Phase 2,2019-05-14,2021-12-09,112,Reistone Biopharma Company Limited,INDUSTRY,Success,SHR0302,SHR0302; Placebos,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06953791,Comparison of Quality of Life During a Flare of Crohn's Disease Treated With Prednisolone or aCDED With PEN in Adult Patients,RECRUITING,Phase 2,2026-02-01,2028-02-01,52,University Hospital Tuebingen,OTHER,Ongoing,Prednisolone,Prednisolone,DIETARY_SUPPLEMENT,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT07169123,Protease Regulation and Impact of Sodium as Mechanisms of Inflammation in IBD,NOT_YET_RECRUITING,,2025-09-18,2029-09-01,300,McMaster University,OTHER,Ongoing,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03889613,Pillcam Crohn's Capsule for Monitoring of Panenteric Mucosal Healing in Crohn's Disease Patients With Vedolizumab,UNKNOWN,NA,2019-04-03,2024-11-01,60,Sheba Medical Center,OTHER_GOV,Unknown,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05918562,Efficacy of a Low Fiber Diet for Pediatric Colonoscopy Prep,UNKNOWN,NA,2021-04-20,2023-09-01,80,Rhode Island Hospital,OTHER,Unknown,,,DIETARY_SUPPLEMENT,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06734780,Effects of Vaping on Post-operative Recurrence of Crohn's Disease,RECRUITING,,2024-11-30,2025-08,600,IRCCS Ospedale San Raffaele,OTHER,Ongoing,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05117996,Simplified Bowel Preparation Versus Standard Bowel Preparation Before Capsule Endoscopy in Patients With Crohn's Disease,COMPLETED,NA,2022-07-05,2024-04-22,144,Nantes University Hospital,OTHER,Success,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04187820,Effect of Acupuncture on Mild to Moderate Active Crohn's Disease,RECRUITING,NA,2019-06-01,2026-12-31,60,"Shanghai Institute of Acupuncture, Moxibustion and Meridian",OTHER,Ongoing,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT07170462,Cranberry and Gut Health in Crohn's Disease,RECRUITING,EARLY_PHASE1,2025-10-29,2026-09-15,50,Ana Maldonado-Contreras,OTHER,Ongoing,Cranberry powder,Cranberry powder,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01986127,Adalimumab Intralesional in Intestinal Strictures of Crohn's Disease Patients,TERMINATED,Phase 3,2014-02-14,2018-06-30,26,Sara Varea,OTHER,Failure,Adalimumab,Adalimumab; placebo,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04031469,A Non-Interventional Pilot Study to Explore the Role of Gut Flora in Disease,SUSPENDED,,2019-07-11,2030-12-10,1000,ProgenaBiome,OTHER,Failure,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01442025,Study Investigating Tailored Treatment With Infliximab for Active Crohn's Disease,COMPLETED,Phase 4,2012-06,2015-07,121,Groupe d'Etude Therapeutique des Affections Inflammatoires Digestives,OTHER,Success,Infliximab,Infliximab; Infliximab; Infliximab,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06146816,The Assessment of Infrared Treatment for Crohn's Disease,RECRUITING,NA,2023-09-12,2028-01,40,"Shmuel Kivity, MD",OTHER_GOV,Ongoing,,,DEVICE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00222378,"Prevalence of Cytomegalovirus, Epstein Barr Virus and Human Herpes 6 Virus in Inflammatory Bowel Disease",COMPLETED,,2005-04,2012-06,129,University of Miami,OTHER,Success,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00427804,Tumor Necrosis Factor Decreases Vitamin D Dependant Calcium Absorption,COMPLETED,NA,2007-01,2009-11,9,Atlanta VA Medical Center,FED,Success,calcitriol,calcitriol,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT07113717,Post Operative Hospital at Home After Colorectal Surgery,NOT_YET_RECRUITING,NA,2025-12-15,2027-06,20,Nordsjaellands Hospital,OTHER,Ongoing,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02272868,Fecal Microbial Transplant in Pediatric Crohn's Disease,TERMINATED,Phase 1; Phase 2,2015-01,2016-10-01,7,Seattle Children's Hospital,OTHER,Failure,Normal Saline,Normal Saline; rifaximin+omeprazole+miralax,BIOLOGICAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06754891,Clinical Trial of TQH3906 Capsules for the Treatment of Adult Patients With Moderately to Severely Active Ulcerative Colitis or Crohn's Disease,RECRUITING,Phase 1,2025-01-28,2027-12,135,"Chia Tai Tianqing Pharmaceutical Group Nanjing Shunxin Pharmaceutical Co., Ltd.",INDUSTRY,Ongoing,24mg bid TQH3906 capsule,24mg bid TQH3906 capsule; 32mg TQH3906 capsule; TQH3906 placebo,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06053424,Positron Emission Tomography (PET) Study of Changes in [11C]AZ14132516 Uptake Following Administration of AZD7798 to Healthy Participants and Patients With Crohn's Disease,COMPLETED,Phase 1,2023-09-25,2024-10-08,13,AstraZeneca,INDUSTRY,Success,AZD7798,AZD7798; [11C]AZ14132516,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04018040,Vegetarian Diet in IBD,COMPLETED,NA,2019-05-06,2023-08-10,21,Edith Cowan University,OTHER,Success,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01692808,Bioavailability of Vitamin D in Children and Adolescents With Crohn's Disease,COMPLETED,Phase 2,2012-10,2014-11,20,St. Justine's Hospital,OTHER,Success,Vitamin D3 3000 UI daily,Vitamin D3 3000 UI daily; Vitamin D3 4000 UI daily,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04046913,The ADDapt Diet in Reducing Crohn's Disease Inflammation,UNKNOWN,NA,2019-09-09,2024-08-20,154,King's College London,OTHER,Unknown,,,BEHAVIORAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02742597,Patient-Centred Innovations for Persons With Multimorbidity - Ontario,COMPLETED,NA,2016-01-12,2022-10-19,175,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,OTHER,Success,,,BEHAVIORAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00972218,Effectiveness and Safety of Spondylitis Related to Inflammatory Bowel Disease,WITHDRAWN,Phase 4,2009-07,2010-01,0,University of Alberta,OTHER,Failure,,,BIOLOGICAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00517296,Endoscopic Ultrasound (EUS) Guided Treatment With Humira for Crohn's Perianal Fistulas,COMPLETED,Phase 4,2008-01,2015-12,21,Vanderbilt University Medical Center,OTHER,Success,adalimumab,adalimumab,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06773182,Assessing Interventions of Diet in IBD,RECRUITING,NA,2025-04-01,2027-01-01,45,McMaster University,OTHER,Ongoing,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06429488,"Obsessive-compulsive Disorder, Depression and Anxiety Among Patients With Crohn's Disease",COMPLETED,,2022-09-01,2023-09-01,293,University of Jordan,OTHER,Success,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05096897,Oral Health-related Quality of Life (OHRQoL) in Patients With Inflammatory Bowel Disease (IBD),COMPLETED,,2023-01-05,2023-12-01,138,"University Hospital, Lille",OTHER,Success,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02321280,The Efficacy of Denosumab in Active Crohn's Disease,COMPLETED,Phase 1; Phase 2,2015-02,2018-04-20,2,University of Manitoba,OTHER,Success,Denosumab,Denosumab,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02378688,Safety and Efficacy of MT-1303 in Subjects With Moderate to Severe Active Crohn's Disease,COMPLETED,Phase 2,2015-03,2016-10,78,Tanabe Pharma Corporation,INDUSTRY,Success,MT-1303,MT-1303; Placebo,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04799496,A Study of Kynteles Injection (Vedolizumab) in Adults With Moderate to Severe Ulcerative Colitis or Crohn's Disease or Chronic Pouchitis,COMPLETED,,2020-06-10,2025-06-30,688,Takeda,INDUSTRY,Success,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00207766,A Study of the Safety and Efficacy of Infliximab (Remicade) in Subjects With Fistulizing Crohn's Disease,COMPLETED,Phase 3,2000-06,2006-08,306,"Centocor, Inc.",INDUSTRY,Success,infliximab or placebo,infliximab or placebo,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05033431,"Study to Evaluate the Pharmacokinetics (Movement of Drugs Within the Body), Safety and Tolerability of Brazikumab in Healthy Chinese and White Participants",COMPLETED,Phase 1,2021-10-11,2022-10-12,48,AstraZeneca,INDUSTRY,Success,Brazikumab,Brazikumab,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01562951,Assessment of Mucosal Activity to Improve the Prognosis of Patients With Crohn's Disease Treated With Immunosuppressants,TERMINATED,Phase 3,2012-10,2014-03,15,Grupo Espanol de Trabajo en Enfermedad de Crohn y Colitis Ulcerosa,OTHER,Failure,ADALIMUMAB,ADALIMUMAB; Placebo,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03161886,A Treat-to-target Strategy Using Pan-enteric Capsule Endoscopy (PCE) in Paediatric Crohn's Disease (CD).,COMPLETED,NA,2014-12-01,2017-01-10,48,Azienda Policlinico Umberto I,OTHER,Success,,,DEVICE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT07529236,"Digestive Evolution of Children With Crohn's Disease or Ulcerative Colitis Whose Anti-TNFα Treatment Was Switched to Ustekinumab Due to Paradoxical Psoriasis,",NOT_YET_RECRUITING,,2026-04-19,2027-10-01,40,Centre Hospitalier Universitaire de Nice,OTHER,Ongoing,switch of anti TNF for ustekinumab for paradoxical psoriasis.,switch of anti TNF for ustekinumab for paradoxical psoriasis.,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04321863,Stratifying Crohn's Using Biomarker Assessment,UNKNOWN,,2020-08-13,2022-07-01,315,NHS Greater Glasgow and Clyde,OTHER,Unknown,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02998398,Evaluation of the Switch From the Original Infliximab to Its Biosimilar in Daily Practice at Cochin Hospital,COMPLETED,,2015-10,2016-06-29,262,Assistance Publique - Hôpitaux de Paris,OTHER,Success,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
